Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
619,R.R. Donnelley & Sons,RRD,Media,"Publishing, Printing",yes,no,no,no,-6,no,yes,n/a,no,no,32000,,5367,8.1,156,4108.1,3163,Thomas J. Quinlan III,U.S.,Chicago,IL,www.rrd.com,Private,"Went private, Feb. 28, 2023.",290,6/5/2023
620,Hub Group,HUBG,Transportation,Transportation and Logistics,yes,no,no,yes,49,yes,no,n/a,no,no,5900,2802,5341,26.2,357,108.2,2810,Phillip D. Yeager,U.S.,Oak Brook,IL,www.hubgroup.com,Public,"Market value as of March 31, 2023.",2802,6/5/2023
621,ArcBest,ARCB,Transportation,"Trucking, Truck Leasing",yes,no,yes,yes,75,yes,no,n/a,no,no,15700,2242,5324,33.8,298,39.7,2494,Judy R. McReynolds,U.S.,Fort Smith,AR,www.arcb.com,Public,"Market value as of March 31, 2023.",2242,6/5/2023
622,Coty,COTY,Household Products,Household and Personal Products,yes,no,yes,no,-68,no,yes,n/a,no,no,11012,10282,5304,-5.6,260,,12116,Sue Y. Nabi,U.S.,New York,NY,www.coty.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",10282,6/5/2023
623,Juniper Networks,JNPR,Technology,Network and Other Communications Equipment,yes,no,no,yes,9,yes,no,n/a,no,no,10901,11061,5301,11.9,471,86.4,9327,Rami Rahim,U.S.,Sunnyvale,CA,www.juniper.net,Public,"Market value as of March 31, 2023.",11061,6/5/2023
624,Simon Property Group,SPG,Financials,Real estate,yes,no,no,yes,-31,no,yes,n/a,no,no,2900,36585,5291,3.4,2140,-4.9,33011,David E. Simon,U.S.,Indianapolis,IN,www.simon.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",36585,6/5/2023
625,SS&C Technologies Holdings,SSNC,Technology,Computer Software,yes,yes,no,yes,-24,no,yes,n/a,no,no,27600,14158,5283,4.6,650,-18.7,16653,William C. Stone,U.S.,Windsor,CT,www.ssctech.com,Public,"Market value as of March 31, 2023.",14158,6/5/2023
626,Endeavor Group Holdings,EDR,Media,Entertainment,yes,no,no,yes,-30,no,yes,n/a,no,no,11000,11329,5268,3.8,129,,12504,Ariel Emanuel,U.S.,Beverly Hills,CA,www.endeavorco.com,Public,"Market value as of March 31, 2023.",11329,6/5/2023
627,Yellow,YELL,Transportation,"Trucking, Truck Leasing",yes,no,no,no,-36,no,yes,n/a,no,no,30000,105,5245,2.4,22,,2279,Darren D. Hawkins,U.S.,Nashville,TN,www.myyellow.com,Public,"Market value as of March 31, 2023.",105,6/5/2023
628,AMN Healthcare Services,AMN,Health Care,Health Care: Pharmacy and Other Services,yes,no,yes,yes,66,yes,no,n/a,no,no,4230,3407,5243,31.6,444,35.6,2888,Caroline S. Grace,U.S.,Dallas,TX,www.amnhealthcare.com,Public,"Market value as of March 31, 2023.",3407,6/5/2023
629,Worthington Industries,WOR,Materials,Metals,yes,no,no,no,177,yes,no,n/a,no,no,8400,3214,5242,65.3,379,-47.6,3643,B. Andrew Rose,U.S.,Columbus,OH,www.worthingtonindustries.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",3214,6/5/2023
630,IAC,IAC,Technology,Internet Services and Retailing,no,no,no,no,79,yes,no,n/a,no,no,11000,4586,5235,36.2,-1170,-295.8,10394,Joseph M. Levin,U.S.,New York,NY,www.iac.com,Public,"Changed name from IAC/InterActiveCorp, Aug. 11, 2022. Market value as of March 31, 2023.",4586,6/5/2023
631,Regal Rexnord,RRX,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,82,yes,no,n/a,no,no,26000,9324,5218,36.9,489,132.9,10269,Louis V. Pinkham,U.S.,Beloit,WI,www.regalrexnord.com,Public,"Market value as of March 31, 2023.",9324,6/5/2023
632,Globe Life,GL,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-38,no,yes,n/a,no,no,3543,10619,5215,2,740,-0.7,25537,Frank W. Svoboda/J. Matthew Darden,U.S.,McKinney,TX,www.globelifeinsurance.com,Public,"Market value as of March 31, 2023.",10619,6/5/2023
633,Nexstar Media Group,NXST,Media,Entertainment,yes,yes,no,yes,4,yes,no,n/a,no,no,12319,6349,5211,12.1,971,16.4,12679,Perry A. Sook,U.S.,Irving,TX,www.nexstar.tv,Public,"Market value as of March 31, 2023.",6349,6/5/2023
634,LCI Industries,LCII,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,19,yes,no,n/a,no,no,12900,2767,5207,16.4,395,37.3,3247,Jason D. Lippert,U.S.,Elkhart,IN,www.lci1.com,Public,"Market value as of March 31, 2023.",2767,6/5/2023
635,CUNA Mutual Group,,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-33,no,yes,n/a,no,no,4100,,5202,3,343,-44.8,41340,Robert N. Trunzo,U.S.,Madison,WI,www.cunamutual.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,6/5/2023
636,Super Micro Computer,SMCI,Technology,"Computers, Office Equipment",yes,yes,no,yes,107,yes,no,n/a,no,no,4607,5715,5196,46.1,285,154.9,3205,Charles Liang,U.S.,San Jose,CA,www.supermicro.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5715,6/5/2023
637,Clean Harbors,CLH,Business Services,Waste Management,yes,no,no,yes,78,yes,no,n/a,no,no,20018,7709,5167,35.8,412,102.6,6130,Eric W. Gerstenberg/Michael L. Battles,U.S.,Norwell,MA,www.cleanharbors.com,Public,"Market value as of March 31, 2023.",7709,6/5/2023
638,Leggett & Platt,LEG,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-40,no,yes,n/a,no,no,19900,4242,5147,1.5,310,-23,5186,J. Mitchell Dolloff,U.S.,Carthage,MO,www.leggett.com,Public,"Market value as of March 31, 2023.",4242,6/5/2023
639,JELD-WEN Holding,JELD,Materials,"Building Materials, Glass",yes,no,no,no,-13,no,yes,n/a,no,no,23400,1077,5129,7.5,46,-72.9,3501,William J. Christensen,U.S.,Charlotte,NC,www.jeld-wen.com,Public,"Market value as of March 31, 2023.",1077,6/5/2023
640,Equifax,EFX,Business Services,Financial Data Services,yes,no,no,yes,-23,no,yes,n/a,no,no,14000,24995,5122,4,696,-6.4,11548,Mark W. Begor,U.S.,Atlanta,GA,www.equifax.com,Public,"Market value as of March 31, 2023.",24995,6/5/2023
641,Iron Mountain,IRM,Business Services,Diversified Outsourcing Services,yes,no,no,yes,11,yes,no,n/a,no,no,26000,15427,5104,13.6,557,23.7,16141,William L. Meaney,U.S.,Portsmouth,NH,www.ironmountain.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",15427,6/5/2023
642,Synopsys,SNPS,Technology,Computer Software,yes,yes,no,yes,32,yes,no,n/a,no,no,19000,58827,5082,20.9,985,30,9418,Aart J. de Geus,U.S.,Mountain View,CA,www.synopsys.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",58827,6/5/2023
643,Spirit Airlines,SAVE,Transportation,Airlines,no,no,no,yes,152,yes,no,n/a,no,no,12025,1874,5068,56.9,-554,,9185,Edward M. Christie III,U.S.,Miramar,FL,www.spirit.com,Public,"Market value as of March 31, 2023.",1874,6/5/2023
644,OneMain Holdings,OMF,Financials,Diversified Financials,yes,no,no,yes,-24,no,yes,n/a,no,no,9200,4480,5064,3.5,878,-33.2,22533,Douglas H. Shulman,U.S.,Evansville,IN,www.omf.com,Public,"Market value as of March 31, 2023.",4480,6/5/2023
645,Spirit AeroSystems Holdings,SPR,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,53,yes,no,n/a,no,no,18235,3628,5030,27.2,-546,,6666,Thomas C. Gentile III,U.S.,Wichita,KS,www.spiritaero.com,Public,"Market value as of March 31, 2023.",3628,6/5/2023
646,CME Group,CME,Financials,Securities,yes,no,no,no,-10,no,yes,n/a,no,no,3460,68898,5019,7,2691,2.1,174176,Terrence A. Duffy,U.S.,Chicago,IL,www.cmegroup.com,Public,"Market value as of March 31, 2023.",68898,6/5/2023
647,TopBuild,BLD,Engineering & Construction,Engineering & Construction,yes,no,no,yes,108,yes,no,n/a,no,no,13119,6609,5009,43.7,556,71.6,4607,Robert M. Buck,U.S.,Daytona Beach,FL,www.topbuild.com,Public,"Market value as of March 31, 2023.",6609,6/5/2023
648,Autodesk,ADSK,Technology,Computer Software,yes,no,no,yes,13,yes,no,n/a,no,no,13700,44709,5005,14.1,823,65.6,9438,Andrew Anagnost,U.S.,San Francisco,CA,www.autodesk.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",44709,6/5/2023
649,American Eagle Outfitters,AEO,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-44,no,yes,n/a,no,no,24000,2628,4990,-0.4,125,-70.2,3421,Jay L. Schottenstein,U.S.,Pittsburgh,PA,www.aeo-inc.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2628,6/5/2023
650,Peabody Energy,BTU,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,131,yes,no,n/a,no,no,5500,3705,4982,50.1,1297,260.2,5611,James C. Grech,U.S.,St. Louis,MO,www.peabodyenergy.com,Public,"Market value as of March 31, 2023.",3705,6/5/2023
651,Hubbell,HUBB,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-16,no,yes,n/a,no,no,16300,13036,4977,5.8,546,36.6,5403,Gerben W. Bakker,U.S.,Shelton,CT,www.hubbell.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",13036,6/5/2023
652,Kelly Services,KELYA,Business Services,Temporary Help,no,no,no,yes,-34,no,yes,n/a,no,no,7500,616,4965,1.1,-63,-140,2664,Peter W. Quigley,U.S.,Troy,MI,www.kellyservices.com,Public,"Market value as of March 31, 2023.",616,6/5/2023
653,Southwest Gas Holdings,SWX,Energy,Utilities: Gas and Electric,no,no,yes,yes,75,yes,no,n/a,no,no,13614,4454,4960,34.8,-203,-201.3,13197,Karen S. Haller,U.S.,Las Vegas,NV,www.swgasholdings.com,Public,"Market value as of March 31, 2023.",4454,6/5/2023
654,Winnebago Industries,WGO,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,83,yes,no,n/a,no,no,7445,1763,4958,36.6,391,38.6,2417,Michael J. Happe,U.S.,Eden Prairie,MN,www.winnebagoind.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",1763,6/5/2023
655,Tempur Sealy International,TPX,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-40,no,yes,n/a,no,no,12000,6795,4921,-0.2,456,-27,4360,Scott L. Thompson,U.S.,Lexington,KY,www.tempursealy.com,Public,"Market value as of March 31, 2023.",6795,6/5/2023
656,Host Hotels & Resorts,HST,Financials,Real estate,yes,no,no,yes,200,yes,no,n/a,no,no,165,11682,4907,69.8,633,,12269,James F. Risoleo,U.S.,Bethesda,MD,www.hosthotels.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",11682,6/5/2023
657,Encompass Health,EHC,Health Care,Health Care: Medical Facilities,yes,no,no,no,-65,no,yes,n/a,no,no,27679,5395,4891,-4.5,271,-34.3,5637,Mark J. Tarr,U.S.,Birmingham,AL,www.encompasshealth.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",5395,6/5/2023
658,TriNet Group,TNET,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-9,no,yes,n/a,no,no,3600,4835,4885,7.6,355,5,3443,Burton M. Goldfield,U.S.,Dublin,CA,www.trinet.com,Public,"Market value as of March 31, 2023.",4835,6/5/2023
659,Patrick Industries,PATK,Materials,"Building Materials, Glass",yes,no,no,no,26,yes,no,n/a,no,no,11000,1543,4882,19.7,328,45.9,2783,Andy L. Nemeth,U.S.,Elkhart,IN,www.patrickind.com,Public,"Market value as of March 31, 2023.",1543,6/5/2023
660,Hologic,HOLX,Health Care,Medical Products and Equipment,yes,no,no,yes,-109,no,yes,n/a,no,no,6944,19897,4863,-13.7,1302,-30.4,9071,Stephen P. MacMillan,U.S.,Marlborough,MA,www.hologic.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",19897,6/5/2023
661,Snap-on,SNA,Industrials,Industrial Machinery,yes,no,no,yes,-20,no,yes,n/a,no,no,12900,13117,4843,5.2,912,11.1,6973,Nicholas T. Pinchuk,U.S.,Kenosha,WI,www.snapon.com,Public,"Market value as of March 31, 2023.",13117,6/5/2023
662,Catalent,CTLT,Health Care,Pharmaceuticals,yes,no,no,yes,30,yes,no,n/a,no,no,19000,11834,4828,20.8,519,-11.3,10507,Alessandro Maselli,U.S.,Somerset,NJ,www.catalent.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",11834,6/5/2023
663,EPAM Systems,EPAM,Technology,Information Technology Services,yes,yes,no,yes,58,yes,no,n/a,no,no,59300,17246,4825,28.4,419,-12.9,4009,Arkadiy Dobkin,U.S.,Newtown,PA,www.epam.com,Public,"Market value as of March 31, 2023.",17246,6/5/2023
664,Flowers Foods,FLO,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,,,,n/a,no,no,9200,5791,4806,11,228,10.8,3313,A. Ryals McMullian,U.S.,Thomasville,GA,www.flowersfoods.com,Public,"Market value as of March 31, 2023.",5791,6/5/2023
665,RXO,RXO,Transportation,"Trucking, Truck Leasing",yes,no,no,,,,,n/a,no,no,7419,2290,4796,,92,,2031,Drew M. Wilkerson,U.S.,Charlotte,NC,www.rxo.com,Public,"Spun off from XPO (2022 rank: 479), Nov. 1, 2022. Market value as of March 31, 2023.",2290,6/5/2023
666,Urban Outfitters,URBN,Retailing,Specialty Retailers: Apparel,yes,yes,no,yes,-20,no,yes,n/a,no,no,19110,2555,4795,5.4,160,-48.6,3683,Richard A. Hayne,U.S.,Philadelphia,PA,www.urbn.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2555,6/5/2023
667,Spectrum Brands Holdings,SPB,Household Products,Household and Personal Products,yes,no,no,no,163,yes,no,n/a,no,no,11000,2715,4785,3.7,72,-62.2,5776,David M. Maura,U.S.,Middleton,WI,www.spectrumbrands.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2715,6/5/2023
668,Domtar,,Materials,Forest and Paper Products,yes,no,no,yes,12,yes,no,n/a,no,no,6300,,4731,14.5,339,,4724,Steven M. Henry,U.S.,Fort Mill,SC,www.domtar.com,Private,"Includes revenues from discontinued operations. Acquired Resolute Forest Products (2021 rank: 732), Dec. 28, 2022.",1856,6/5/2023
669,Avient,AVNT,Chemicals,Chemicals,yes,no,no,yes,-47,no,yes,n/a,no,no,9700,3749,4729,-1.9,703,204.6,6085,Robert M. Patterson,U.S.,Avon Lake,OH,www.avient.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",3749,6/5/2023
670,Lennox International,LII,Industrials,Industrial Machinery,yes,no,no,yes,6,yes,no,n/a,no,no,13200,8914,4718,12.5,497,7.1,2568,Alok Maskara,U.S.,Richardson,TX,www.lennoxinternational.com,Public,"Market value as of March 31, 2023.",8914,6/5/2023
671,CrossAmerica Partners,CAPL,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,105,yes,no,n/a,no,no,2237,815,4697,40.2,64,194.2,1255,Charles M. Nifong Jr.,U.S.,Allentown,PA,www.crossamericapartners.com,Public,"Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",815,6/5/2023
672,Weis Markets,WMK,Food & Drug Stores,Food and Drug Stores,yes,no,no,no,,,,n/a,no,no,23000,2278,4696,11.2,125,15,1959,Jonathan H. Weis,U.S.,Sunbury,PA,www.weismarkets.com,Public,"Market value as of March 31, 2023.",2278,6/5/2023
673,Digital Realty Trust,DLR,Financials,Real estate,yes,no,no,yes,-17,no,yes,n/a,no,no,3412,28637,4692,6,378,-77.9,41485,Andrew P. Power,U.S.,Austin,TX,www.digitalrealty.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",28637,6/5/2023
674,Calumet Specialty Products Partners,CLMT,Energy,Petroleum Refining,no,no,no,yes,133,yes,no,n/a,no,no,1530,1388,4687,48.9,-165,,2742,Todd Borgmann,U.S.,Indianapolis,IN,www.calumetspecialty.com,Public,"Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",1388,6/5/2023
675,Marriott Vacations Worldwide,VAC,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,30,yes,no,n/a,no,no,21400,4999,4656,19.7,391,698,9639,John E. Geller Jr.,U.S.,Orlando,FL,www.marriottvacationsworldwide.com,Public,"Market value as of March 31, 2023.",4999,6/5/2023
676,Qorvo,QRVO,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,15,yes,no,n/a,no,no,8900,10146,4646,15.7,1033,40.9,7509,Robert A. Bruggeworth,U.S.,Greensboro,NC,www.qorvo.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",10146,6/5/2023
677,TreeHouse Foods,THS,"Food, Beverages & Tobacco",Food Consumer Products,no,no,no,no,-20,no,yes,n/a,no,no,7500,2830,4636,5.2,-146,,4254,Steven T. Oakland,U.S.,Oak Brook,IL,www.treehousefoods.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",2830,6/5/2023
678,GMS,GMS,Wholesalers,Wholesalers: Diversified,yes,no,no,no,108,yes,no,n/a,no,no,5475,2391,4635,40.5,273,159,3104,John C. Turner Jr.,U.S.,Tucker,GA,www.gms.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",2391,6/5/2023
679,Maximus,MMS,Technology,Information Technology Services,yes,no,no,yes,-12,no,yes,n/a,no,no,39500,4783,4631,8.9,204,-30,3993,Bruce L. Caswell,U.S.,McLean,VA,www.maximus.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",4783,6/5/2023
680,TelevisaUnivision,,Media,Entertainment,no,no,no,,186,yes,no,n/a,no,no,14000,,4626,62.8,-1529,-1243.5,17494,Wade C. Davis,U.S.,New York,NY,corporate.televisaunivision.com,Private,"Acquired by Univision Holdings II, Inc., May 18, 2021, and became a wholly-owned subsidiary. UH Holdco merged with Grupo Televisa's media content business to form TelevisaUnivision, Jan. 31, 2022.",,6/5/2023
681,Paychex,PAYX,Business Services,Diversified Outsourcing Services,yes,no,no,yes,5,yes,no,n/a,no,no,16000,41311,4612,13.7,1393,26.9,9635,John B. Gibson,U.S.,Rochester,NY,www.paychex.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",41311,6/5/2023
682,Revvity,RVTY,Health Care,Medical Products and Equipment,yes,no,no,no,-82,no,yes,n/a,no,no,16700,16846,4610,-9,569,-39.7,14130,Prahlad R. Singh,U.S.,Waltham,MA,www.revvity.com,Public,"Spun off its Applied, Food and Enterprise Services businesses and changed name from Perkin Elmer, May 9, 2023. Includes revenues from discontinued operations. Market value as of March 31, 2023.",16846,6/5/2023
683,Rithm Capital,RITM,Financials,Real estate,yes,no,no,no,64,yes,no,n/a,no,no,5763,3790,4607,30.4,955,23.6,32479,Michael Nierenberg,U.S.,New York,NY,www.rithmcap.com,Public,"Changed name from New Residential Investment, Aug. 2, 2022. A real estate investment trust. Market value as of March 31, 2023.",3790,6/5/2023
684,Snap,SNAP,Technology,Internet Services and Retailing,no,yes,no,no,-1,no,yes,n/a,no,no,5288,17727,4602,11.8,-1430,,8030,Evan Spiegel,U.S.,Santa Monica,CA,www.snap.com,Public,"Market value as of March 31, 2023.",17727,6/5/2023
685,eXp World Holdings,EXPI,Financials,Real estate,yes,yes,no,yes,32,yes,no,n/a,no,no,2016,1940,4598,21.9,15,-81,382,Glenn Sanford,U.S.,Bellingham,WA,www.expworldholdings.com,Public,"Market value as of March 31, 2023.",1940,6/5/2023
686,Stifel Financial,SF,Financials,Securities,yes,no,no,yes,-61,no,yes,n/a,no,no,9000,6305,4593,-4,662,-19.7,37196,Ronald J. Kruszewski,U.S.,St. Louis,MO,www.stifel.com,Public,"Market value as of March 31, 2023.",6305,6/5/2023
687,Illumina,ILMN,Technology,"Scientific, Photographic and Control Equipment",no,no,no,yes,-36,no,yes,n/a,no,no,12430,36743,4584,1.3,-4404,-678,12252,Charles Dadswell,U.S.,San Diego,CA,www.illumina.com,Public,"Market value as of March 31, 2023.",36743,6/5/2023
688,ASGN,ASGN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-25,no,yes,n/a,no,no,4000,4076,4581,5.7,268,-34.6,3586,Theodore S. Hanson,U.S.,Glen Allen,VA,www.asgn.com,Public,"Market value as of March 31, 2023.",4076,6/5/2023
689,Penn Mutual Life Insurance,,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-42,no,yes,n/a,no,no,3312,,4568,0.5,180,-65.7,41550,David M. O&#039;Malley,U.S.,Horsham,PA,www.pennmutual.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,6/5/2023
690,Generac Holdings,GNRC,Industrials,Industrial Machinery,yes,no,no,yes,33,yes,no,n/a,no,no,9330,6685,4565,22.1,400,-27.4,5170,Aaron P. Jagdfeld,U.S.,Waukesha,WI,www.generac.com,Public,"Market value as of March 31, 2023.",6685,6/5/2023
691,Atlas Air Worldwide Holdings,AAWW,Transportation,Transportation and Logistics,yes,no,no,yes,-4,no,yes,n/a,no,no,4500,,4549,12.9,356,-27.9,6696,Michael T. Steen,U.S.,Purchase,NY,www.atlasairworldwide.com,Private,"Went private, March 17, 2023.",2523,6/5/2023
692,Domino's Pizza,DPZ,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,-30,no,yes,n/a,no,no,8750,11684,4537,4.1,452,-11.4,1602,Russell J. Weiner,U.S.,Ann Arbor,MI,www.dominos.com,Public,"Market value as of March 31, 2023.",11684,6/5/2023
693,Brink's,BCO,Business Services,Diversified Outsourcing Services,yes,no,no,no,-18,no,yes,n/a,no,no,70850,3116,4536,8,171,62.2,6366,Mark Eubanks,U.S.,Richmond,VA,www.brinks.com,Public,"Market value as of March 31, 2023.",3116,6/5/2023
